icpsr,candidate,chamber,state_dist,cand_party,party_code,candidate_is_incumbent,location,partisanship,incumbent_rep,incumbent_party,incumbent_elected,incumbent_status,congress,bioname,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,senate_class,new_class_code_senate,text_stem,screen_name,official_screen_name,alternate_names,first_name,special_name,candidate_encoding_issues,GeneralElec
491710005,David Jaramillo,House,TX-17,D,100,0,Texas 17,R+12,Bill Flores,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-17-jaramillo_david-,@JaramilloForTX,NA,David Jaramillo,David,first_last,NA,
714010006,David John Sanchez,House,CA-40,D,100,0,California 40,D+33,Lucille Roybal-Allard,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-40-sanchez_davidjohn-,@DrCongressman,NA,David Sanchez,David,mid_name,NA,
21353,David Joyce,House,OH-14,R,200,1,Ohio 14,R+5,David Joyce,Republican,2012,Incumbent running.,NA,"JOYCE, David",J000295,1957,0.264,0.271,-96.28005,0.86798,680,33,0.288,0.247,NA,NA,OH-14-joyce_david-,@DaveJoyceOH14,@RepDaveJoyce,David Joyce,David,first_last,NA,
131710012,David Katz,House,NY-17,D,100,0,New York 17,D+7,Nita Lowey,Democratic,1988,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-17-katz_david-,NA,NA,David Katz,David,first_last,NA,
713410002,David Kim,House,CA-34,D,100,0,California 34,D+35,Jimmy Gomez,Democratic,2017 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-34-kim_david-,@davidkim2020,@NormaJTorres,David Kim,David,first_last,NA,
21731,David Kustoff,House,TN-08,R,200,1,Tennessee 8,R+19,David Kustoff,Republican,2016,Incumbent running.,NA,"KUSTOFF, David",K000392,1966,0.533,0.266,-62.70151,0.91002,665,22,0.519,0.594,NA,NA,TN-08-kustoff_david-,@DavidKustoff,@RepDavidKustoff,David Kustoff,David,first_last,NA,
471020001,David L. Johnson,House,NC-10,R,200,0,North Carolina 10,R+20,Patrick McHenry,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-10-johnson_david-,NA,NA,David Johnson,David,mid_init,NA,
712520007,David Lozano,House,CA-25,R,200,0,California 25,EVEN,Vacant,Vacant,2020 (Special),Incumbent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-25-lozano_david-,NA,NA,David Lozano,David,first_last,NA,
21188,David McKinley,House,WV-01,R,200,1,West Virginia 1,R+19,David McKinley,Republican,2010,Incumbent running.,NA,"McKINLEY, David",M001180,1947,0.3,0.188,-119.77012,0.83937,684,50,0.323,0.339,NA,NA,WV-01-mckinley_david-,@RepMcKinley,NA,David McKinley,David,first_last,NA,
471010003,David Parker,House,NC-10,D,100,0,North Carolina 10,R+20,Patrick McHenry,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-10-parker_david-,NA,NA,David Parker,David,first_last,NA,
15438,David Price,House,NC-04,D,100,1,North Carolina 4,D+14,David Price,Democratic,1996,Incumbent running.,NA,"PRICE, David Eugene",P000523,1940,-0.343,-0.031,-13.8015,0.97991,680,5,-0.398,-0.18,NA,NA,NC-04-price_david-,@DPrice4Congress,@RepDavidEPrice,David Price,David,first_last,NA,
720220004,David R. Campbell,House,OR-02,R,200,0,Oregon 2,R+11,Greg Walden,Republican,1998,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR-02-campbell_david-,NA,NA,David Campbell,David,mid_init,NA,
120320005,David Richter,House,NJ-03,R,200,0,New Jersey 3,R+2,Andy Kim,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ-03-richter_david-,@DavidRichterNJ,NA,David Richter,David,first_last,NA,
21544,David Rouzer,House,NC-07,R,200,1,North Carolina 7,R+11,David Rouzer,Republican,2014,Incumbent running.,NA,"ROUZER, David",R000603,1972,0.572,0.145,-102.15324,0.86032,679,42,0.542,0.102,NA,NA,NC-07-rouzer_david-,@DavidRouzer,David Rouzer,David Rouzer,David,first_last,NA,
330410004,David Sandbeck,House,MN-04,D,100,0,Minnesota 4,D+14,Betty McCollum,Democratic,2000,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-04-sandbeck_david-,@DavidSandbeck,NA,David Sandbeck,David,first_last,NA,
491720010,David Saucedo,House,TX-17,R,200,0,Texas 17,R+12,Bill Flores,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-17-saucedo_david-,@DS4Congress,NA,David Saucedo,David,first_last,NA,
21105,David Schweikert,House,AZ-06,R,200,1,Arizona 6,R+9,David Schweikert,Republican,2010,Incumbent running.,NA,"SCHWEIKERT, David",S001183,1962,0.59,-0.324,-186.7479,0.76047,682,88,0.518,-0.306,NA,NA,AZ-06-schweikert_david-,@DavidSchweikert,@RepDavid,David Schweikert,David,first_last,NA,
20321,David Scott,House,GA-13,D,100,1,Georgia 13,D+20,David Scott,Democratic,2002,Incumbent running.,NA,"SCOTT, David",S001157,1945,-0.301,0.163,-20.46037,0.97019,676,4,-0.392,0.109,NA,NA,GA-13-scott_david-,@repdavidscott,NA,David Scott,David,first_last,NA,
430320013,David Theus,House,FL-03,R,200,0,Florida 3,R+9,Ted Yoho,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-03-theus_david-,@DavidTheus,NA,David Theus,David,first_last,NA,
21978,David Trone,House,MD-06,D,100,1,Maryland 6,D+6,David Trone,Democratic,2018,Incumbent running.,NA,"TRONE, David",T000483,1955,-0.281,-0.073,-20.3881,0.97016,673,4,-0.281,-0.073,NA,NA,MD-06-trone_david-,@davidjtrone,@RepDavidTrone,David Trone,David,first_last,NA,
250410002,David Turner,House,WI-04,D,100,0,Wisconsin 4,D+25,Gwen Moore,Democratic,2004,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI-04-turner_david-,NA,NA,David Turner,David,first_last,NA,
712120004,David Valadao,House,CA-21,R,200,0,California 21,D+5,TJ Cox,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-21-valadao_david-,@dgvaladao,NA,David Valadao,David,first_last,NA,
470510001,David Wilson Brown,House,NC-05,D,100,0,North Carolina 5,R+18,Virginia Foxx,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-05-brown_davidwilson-,@DWB4Congress,NA,David Brown,David,mid_name,NA,
120820002,David Winkler,House,NJ-08,R,200,0,New Jersey 8,D+27,Albio Sires,Democratic,2006,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ-08-winkler_david-,@HardlineNJ,NA,David Winkler,David,first_last,NA,
10520005,David X. Sullivan,House,CT-05,R,200,0,Connecticut 5,D+2,Jahana Hayes,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CT-05-sullivan_david-,@DavidXSullivan,NA,David Sullivan,David,mid_init,NA,
310320005,David Young,House,IA-03,R,200,0,Iowa 3,R+1,Cindy Axne,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA-03-young_david-,@YoungForIowa,NA,David Young,David,first_last,NA,
140720001,Dean Browning,House,PA-07,R,200,0,Pennsylvania 7,D+1,Susan Wild,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA-07-browning_dean-,@DeanBrowningPA,NA,Dean Browning,Dean,first_last,NA,
21953,Dean Phillips,House,MN-03,D,100,1,Minnesota 3,D+1,Dean Phillips,Democratic,2018,Incumbent running.,NA,"PHILLIPS, Dean",P000616,1969,-0.227,0.032,-42.68312,0.9395,684,11,-0.227,0.032,NA,NA,MN-03-phillips_dean-,@deanbphillips,@RepDeanPhillips,Dean Phillips,Dean,first_last,NA,
711220005,Deanna Lorraine,House,CA-12,R,200,0,California 12,D+37,Nancy Pelosi,Democratic,1987 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-12-lorraine_deanna-,@DeAnna4Congress,NA,Deanna Lorraine,Deanna,first_last,NA,
21928,Deb Haaland,House,NM-01,D,100,1,New Mexico 1,D+7,Deb Haaland,Democratic,2018,Incumbent running.,NA,"HAALAND, Debra",H001080,1960,-0.316,-0.31,-16.59738,0.97589,680,6,-0.316,-0.31,NA,NA,NM-01-haaland_deb-,@Deb4CongressNM,@RepDebHaaland,Deb Haaland,Deb,first_last,NA,
21529,Debbie Dingell,House,MI-12,D,100,1,Michigan 12,D+14,Debbie Dingell,Democratic,2014,Incumbent's intent unknown.,NA,"DINGELL, Debbie",D000624,1953,-0.406,-0.142,-18.02269,0.97322,664,8,-0.367,-0.431,NA,NA,MI-12-dingell_debbie-,@DebDingell,@RepDebDingell,Debbie Dingell,Debbie,first_last,NA,
21757,Debbie Lesko,House,AZ-08,R,200,1,Arizona 8,R+13,Debbie Lesko,Republican,2018 (Special),Incumbent running.,NA,"LESKO, Debbie",L000589,1958,0.608,-0.036,-96.20971,0.86661,672,45,0.593,0.008,NA,NA,AZ-08-lesko_debbie-,@DebbieLesko,@RepDLesko,Debbie Lesko,Debbie,first_last,NA,
21947,Debbie Mucarsel-Powell,House,FL-26,D,100,1,Florida 26,D+6,Debbie Mucarsel-Powell,Democratic,2018,Incumbent running.,NA,"MUCARSEL-POWELL, Debbie",M001207,1971,-0.347,0.288,-29.93708,0.95687,679,18,-0.347,0.288,NA,NA,FL-26-mucarsel-powell_debbie-,@DebbieforFL,@RepDMP,Debbie Mucarsel-Powell,Debbie,first_last,NA,
20504,Debbie Wasserman Schultz,House,FL-23,D,100,1,Florida 23,D+11,Debbie Wasserman Schultz,Democratic,2004,Incumbent running.,NA,"WASSERMAN SCHULTZ, Debbie",W000797,1966,-0.421,0.067,-22.61159,0.96647,663,5,-0.349,0.079,NA,NA,FL-23-wassermanschultz_debbie-,@DWStweets,@RepDWStweets,Debbie Wasserman Schultz,Debbie,last_name,NA,
470420005,Debesh Sarkar,House,NC-04,R,200,0,North Carolina 4,D+14,David Price,Democratic,1996,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-04-sarkar_debesh-,@SarkarforCD4,NA,Debesh Sarkar,Debesh,first_last,NA,
470210004,Deborah Ross,House,NC-02,D,100,0,North Carolina 2,D+9,George Holding,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-02-ross_deborah-,@DeborahRossNC,NA,Deborah Ross,Deborah,first_last,NA,
640020004,Debra Lamm,House,MT-00,R,200,0,Montana at-large,R+11,Greg Gianforte,Republican,2017 (Special),Incumbent retiring to run for Governor of Montana.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MT-00-lamm_debra-,@DebraLamm,NA,Debra Lamm,Debra,first_last,NA,
140110006,Debra Wachspress,House,PA-01,D,100,0,Pennsylvania 1,R+1,Brian Fitzpatrick,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA-01-wachspress_debra-,@DWachspress,NA,Debra Wachspress,Debra,first_last,NA,
220510021,Dee Thornton,House,IN-05,D,100,0,Indiana 5,R+9,Susan Brooks,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-05-thornton_dee-,@VoteThornton,NA,Dee Thornton,Dee,first_last,NA,
220120019,Delano M. Scaife,House,IN-01,R,200,0,Indiana 1,D+8,Pete Visclosky,Democratic,1984,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-01-scaife_delano-,@Scaife4Indiana,NA,Delano Scaife,Delano,mid_init,NA,
610410001,Delina Disanto,House,AZ-04,D,100,0,Arizona 4,R+21,Paul Gosar,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-04-disanto_delina-,@delina4az,NA,Delina Disanto,Delina,first_last,NA,
350132803,Dennis B. Grace,House,NE-01,L,328,0,Nebraska 1,R+11,Jeff Fortenberry,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE-01-grace_dennis-,NA,NA,Dennis Grace,Dennis,mid_init,NA,
432110008,Dennis Glassberg,House,FL-21,D,100,0,Florida 21,D+9,Lois Frankel,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-21-glassberg_dennis-,NA,NA,Dennis Glassberg,Dennis,first_last,NA,
340310003,Dennis Oglesby,House,MO-03,D,100,0,Missouri 3,R+18,Blaine Luetkemeyer,Republican,2008,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO-03-oglesby_dennis-,@ForOglesby,NA,Dennis Oglesby,Dennis,first_last,NA,
21957,Denver Riggleman,House,VA-05,R,200,1,Virginia 5,R+6,Denver Riggleman,Republican,2018,Incumbent running.,NA,"RIGGLEMAN, Denver",R000611,1970,0.486,-0.042,-105.87099,0.85523,677,37,0.486,-0.043,NA,NA,VA-05-riggleman_denver-,@Denver4VA,@RepRiggleman,Denver Riggleman,Denver,first_last,NA,
21368,Derek Kilmer,House,WA-06,D,100,1,Washington 6,D+6,Derek Kilmer,Democratic,2012,Incumbent's intent unknown.,NA,"KILMER, Derek",K000381,1974,-0.309,-0.01,-28.22352,0.95946,682,14,-0.389,0.405,NA,NA,WA-06-kilmer_derek-,@DerekKilmer,@RepDerekKilmer,Derek Kilmer,Derek,first_last,NA,
492210016,Derrick Reed,House,TX-22,D,100,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-reed_derrick-,@ReedForCongress,NA,Derrick Reed,Derrick,first_last,NA,0
470610007,Derwin Montgomery,House,NC-06,D,100,0,North Carolina 6,D+9,Mark Walker,Republican,2014,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-06-montgomery_derwin-,@JustDerwin,NA,Derwin Montgomery,Derwin,first_last,NA,
492420007,Desi Maes,House,TX-24,R,200,0,Texas 24,R+9,Kenny Marchant,Republican,2004,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-24-maes_desi-,@desiforcongress,NA,Desi Maes,Desi,first_last,NA,
241010004,Desiree Tims,House,OH-10,D,100,0,Ohio 10,R+4,Mike Turner,Republican,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH-10-tims_desiree-,@TimsDesiree,NA,Desiree Tims,Desiree,first_last,NA,
20307,Devin Nunes,House,CA-22,R,200,1,California 22,R+8,Devin Nunes,Republican,2002,Incumbent running.,NA,"NUNES, Devin",N000181,1973,0.449,0.213,-69.58056,0.9026,679,25,0.458,0.4,NA,NA,CA-22-nunes_devin-,@DevinNunes,@RepDevinNunes,Devin Nunes,Devin,first_last,NA,
440910003,Devin Pandy,House,GA-09,D,100,0,Georgia 9,R+31,Doug Collins,Republican,2012,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-09-pandy_devin-,@DevinPandy,NA,Devin Pandy,Devin,first_last,NA,
480732801,Dewon Huggins,House,SC-07,I,328,0,South Carolina 7,R+9,Tom Rice,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC-07-huggins_dewon-,NA,NA,Dewon Huggins,Dewon,first_last,NA,
29710,Diana DeGette,House,CO-01,D,100,1,Colorado 1,D+21,Diana DeGette,Democratic,1996,Incumbent running.,NA,"DeGETTE, Diana",D000197,1957,-0.432,-0.315,-13.04155,0.98106,682,4,-0.407,-0.454,NA,NA,CO-01-degette_diana-,@DeGette5280,@RepDianaDeGette,Diana DeGette,Diana,first_last,NA,
492220009,Diana Miller,House,TX-22,R,200,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-miller_diana-,NA,NA,Diana Miller,Diana,first_last,NA,0
491320010,Diane Knowlton,House,TX-13,R,200,0,Texas 13,R+33,Mac Thornberry,Republican,1994,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-13-knowlton_diane-,NA,NA,Diane Knowlton,Diane,first_last,NA,
620310002,Diane Mitsch Bush,House,CO-03,D,100,0,Colorado 3,R+6,Scott Tipton,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO-03-mitschbush_diane-,@RepDMB,NA,Diane Mitsch Bush,Diane,last_name,NA,
493410005,Diego Zavala,House,TX-34,D,100,0,Texas 34,D+10,Filemon Vela Jr.,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-34-zavala_diego-,NA,NA,Diego Zavala,Diego,first_last,NA,
471120011,Dillon Gentry,House,NC-11,R,200,0,North Carolina 11,R+9,Mark Meadows,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-11-gentry_dillon-,NA,NA,Dillon Gentry,Dillon,first_last,NA,
20927,Dina Titus,House,NV-01,D,100,1,Nevada 1,D+15,Dina Titus,Democratic,2012,Incumbent running.,NA,"TITUS, Alice (Dina)",T000468,1950,-0.302,-0.218,-16.09326,0.97598,662,7,-0.382,-0.387,NA,NA,NV-01-titus_dina-,@dinatitus,@repdinatitus,Dina Titus,Dina,first_last,NA,
660310003,Dineh Benally,House,NM-03,D,100,0,New Mexico 3,D+8,Ben Ray Lujan,Democratic,2008,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM-03-benally_dineh-,@DinehBenally,NA,Dineh Benally,Dineh,first_last,NA,
220120001,Dion Bergeron,House,IN-01,R,200,0,Indiana 1,D+8,Pete Visclosky,Democratic,1984,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-01-bergeron_dion-,@DionForCongress,NA,Dion Bergeron,Dion,first_last,NA,
492020003,Dominick Dina,House,TX-20,R,200,0,Texas 20,D+10,Joaquin Castro,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-20-dina_dominick-,@DominickDina,NA,Dominick Dina,Dominick,first_last,NA,
21701,Don Bacon,House,NE-02,R,200,1,Nebraska 2,R+4,Don Bacon,Republican,2016,Incumbent running.,NA,"BACON, Donald J.",B001298,1963,0.41,-0.12,-157.62749,0.79418,684,82,0.403,-0.164,NA,NA,NE-02-bacon_don-,@DonJBacon,@RepDonBacon,Don Bacon,Don,first_last,NA,
21554,Don Beyer,House,VA-08,D,100,1,Virginia 8,D+21,Don Beyer,Democratic,2014,Incumbent running.,NA,"BEYER, Donald Sternoff Jr.",B001292,1950,-0.386,-0.045,-15.57469,0.97689,666,6,-0.344,-0.3,NA,NA,VA-08-beyer_don-,@DonBeyerVA,@RepDonBeyer,Don Beyer,Don,first_last,NA,
490520002,Don Hill,House,TX-05,R,200,0,Texas 5,R+16,Lance Gooden,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-05-hill_don-,NA,NA,Don Hill,Don,first_last,NA,
711532802,Don J. Grundmann,House,CA-15,NPP,328,0,California 15,D+20,Eric Swalwell,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-15-grundmann_don-,NA,NA,Don Grundmann,Don,mid_init,NA,
141820004,Don Nevills,House,PA-18,R,200,0,Pennsylvania 18,D+13,Mike Doyle,Democratic,1994,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA-18-nevills_don-,@DonNevills,NA,Don Nevills,Don,first_last,NA,
714520006,Don Sedgwick,House,CA-45,R,200,0,California 45,R+3,Katie Porter,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-45-sedgwick_don-,@SedgwickforOC,NA,Don Sedgwick,Don,first_last,NA,
14066,Don Young,House,AK-00,R,200,1,Alaska at-large,R+9,Don Young,Republican,1973 (Special),Incumbent running.,NA,"YOUNG, Donald Edwin",Y000033,1933,0.284,0.021,-200.68153,0.73781,660,74,0.348,0.055,NA,NA,AK-00-young_don-,@repdonyoung,NA,Don Young,Don,first_last,NA,
21736,Donald McEachin,House,VA-04,D,100,1,Virginia 4,D+10,Donald McEachin,Democratic,2016,Incumbent's intent unknown.,NA,"MCEACHIN, Aston Donald",M001200,1961,-0.377,-0.107,-35.43827,0.9376,550,14,-0.292,-0.086,NA,NA,VA-04-mceachin_donald-,@Donald_McEachin,@RepMcEachin,Don McEachin,Donald,first_last,NA,
21536,Donald Norcross,House,NJ-01,D,100,1,New Jersey 1,D+13,Donald Norcross,Democratic,2014,Incumbent running.,NA,"NORCROSS, Donald",N000188,1958,-0.426,0.325,-26.69001,0.96145,679,7,-0.405,-0.073,NA,NA,NJ-01-norcross_donald-,@DonaldNorcross,@DonNorcross4NJ,Donald Norcross,Donald,first_last,NA,
31103,Donald Payne Jr.,House,NJ-10,D,100,1,New Jersey 10,D+36,Donald Payne Jr.,Democratic,2012,Incumbent's intent unknown.,NA,"PAYNE, Donald, Jr.",P000604,1958,-0.517,-0.102,-24.24448,0.96171,621,7,-0.522,-0.078,NA,NA,NJ-10-paynejr_donald-,@RepDonaldPayne,NA,Donald Payne,Donald,junior,NA,
432710008,Donald Summerall,House,FL-27,D,100,0,Florida 27,D+5,Donna Shalala,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-27-summerall_donald-,NA,NA,Donald Summerall,Donald,first_last,NA,
241320009,Donald Truex,House,OH-13,R,200,0,Ohio 13,D+7,Tim Ryan,Democratic,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OH-13-truex_donald-,NA,NA,Donald Truex,Donald,first_last,NA,
430410002,Donna Deegan,House,FL-04,D,100,0,Florida 4,R+17,John Rutherford,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-04-deegan_donna-,@DonnaDeegan,NA,Donna Deegan,Donna,first_last,NA,
493110005,Donna Imam,House,TX-31,D,100,0,Texas 31,R+10,John Carter,Republican,2002,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-31-imam_donna-,@donnaimamTX,NA,Donna Imam,Donna,first_last,NA,
21963,Donna Shalala,House,FL-27,D,100,1,Florida 27,D+5,Donna Shalala,Democratic,2018,Incumbent running.,NA,"SHALALA, Donna",S001206,1941,-0.368,-0.049,-12.77024,0.98142,681,3,-0.368,-0.049,NA,NA,FL-27-shalala_donna-,@DonnaShalala,@RepShalala,Donna Shalala,Donna,first_last,NA,
440632801,Donnie Bolena,House,GA-06,I,328,0,Georgia 6,R+8,Lucy McBath,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-06-bolena_donnie-,NA,NA,Donnie Bolena,Donnie,first_last,NA,
491810002,Donovan Boson,House,TX-18,D,100,0,Texas 18,D+27,Sheila Jackson Lee,Democratic,1994,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-18-boson_donovan-,@donovan4us,NA,Donovan Boson,Donovan,first_last,NA,
20538,Doris Matsui,House,CA-06,D,100,1,California 6,D+21,Doris Matsui,Democratic,2005 (Special),Incumbent running.,NA,"MATSUI, Doris",M001163,1944,-0.434,-0.161,-26.83198,0.96114,677,9,-0.388,0.121,NA,NA,CA-06-matsui_doris-,@Matsui4Congress,@DorisMatsui,Doris Matsui,Doris,first_last,NA,
460310001,Dot Benford,House,MS-03,D,100,0,Mississippi 3,R+13,Michael Guest,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS-03-benford_dot-,NA,NA,Dot Benford,Dot,first_last,NA,
21302,Doug LaMalfa,House,CA-01,R,200,1,California 1,R+11,Doug LaMalfa,Republican,2012,Incumbent running.,NA,"LaMALFA, Doug",L000578,1960,0.537,0.104,-102.56244,0.85648,662,44,0.514,0.141,NA,NA,CA-01-lamalfa_doug-,@DougLaMalfa,@RepLaMalfa,Doug LaMalfa,Doug,first_last,NA,
20704,Doug Lamborn,House,CO-05,R,200,1,Colorado 5,R+14,Doug Lamborn,Republican,2006,Incumbent running.,NA,"LAMBORN, Doug",L000564,1954,0.678,0.202,-66.57321,0.90555,671,28,0.624,0.322,NA,NA,CO-05-lamborn_doug-,@RepDLamborn,NA,Doug Lamborn,Doug,first_last,NA,
540420003,Doug Meyer,House,TN-04,R,200,0,Tennessee 4,R+20,Scott DesJarlais,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN-04-meyer_doug-,NA,NA,Doug Meyer,Doug,first_last,NA,
520520009,Doug Sayers,House,MD-05,R,200,0,Maryland 5,D+16,Steny Hoyer,Democratic,1981 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MD-05-sayers_doug-,@dougsayers2,NA,Doug Sayers,Doug,first_last,NA,
231020007,Doug Slocum,House,MI-10,R,200,0,Michigan 10,R+13,Paul Mitchell,Republican,2016,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-10-slocum_doug-,@GenDougSlocum,NA,Doug Slocum,Doug,first_last,NA,
492220003,Douglas Haggard,House,TX-22,R,200,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-haggard_douglas-,@HaggardHouston,NA,Douglas Haggard,Douglas,first_last,NA,0
220720003,Douglas L. Merrill,House,IN-07,R,200,0,Indiana 7,D+11,Andre Carson,Democratic,2008 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-07-merrill_douglas-,NA,NA,Douglas Merrill,Douglas,mid_init,NA,
